"code","row","Date","Group","Speaker","Process"
"OF",4028,508,"C","H","S"
"OF",4029,508,"C","X","S"
"OF",4030,508,"C","H","S"
"OF",4031,508,"C","R","S"
"OF",4032,508,"C","X","S"
"IE",4033,508,"C","R","S"
"IE",4034,508,"C","H","S"
"OF",4035,508,"C","X","S"
"IE",4036,508,"C","R","S"
"OF",4037,508,"C","C","S"
" ",4038,508,"C","R","S"
" ",4039,508,"C","H","S"
"OF",4040,508,"C","C","S"
"IE",4041,508,"C","H","S"
"OF",4042,508,"C","R","S"
"OF",4043,508,"C","C","S"
" ",4044,508,"C","H","S"
"IE",4045,508,"C","R","S"
"UC",4046,508,"C","X","S"
"IE",4047,508,"C","H","S"
"OF",4048,508,"C","C","S"
"OF",4049,508,"C","",""
"OF",4050,508,"C","",""
"OF",4051,508,"C","",""
"OF",4053,508,"C","",""
"OF",4054,508,"C","",""
"OF",4055,508,"C","R","UC"
"OF",4056,508,"C","C","UC"
"OF",4057,508,"C","X","UC"
"OF",4058,508,"C","H","UC"
"OF",4059,508,"C","R","UC"
"OF",4060,508,"C","H","UC"
"OF",4061,508,"C","C","UC"
"UC",4062,508,"C","R","UC"
"OF",4063,508,"C","C","UC"
"OF",4064,508,"C","X","UC"
"OF",4065,508,"C","R","UC"
"OF",4066,508,"C","C","UC"
" ",4067,508,"C","X","UC"
"OF",4068,508,"C","R","UC"
"OF",4069,508,"C","C","UC"
"OF",4070,508,"C","H","UC"
"OF",4071,508,"C","R","UC"
"OF",4072,508,"C","C","UC"
"OF",4073,508,"C","R","UC"
"OF",4074,508,"C","C","UC"
"OF",4075,508,"C","R","UC"
"OF",4076,508,"C","C","UC"
"OF",4077,508,"C","R","UC"
"OF",4078,508,"C","H","UC"
"OF",4079,508,"C","X","UC"
"OF",4080,508,"C","H","UC"
"OF",4081,508,"C","X","UC"
"OF",4082,508,"C","","UC"
"OF",4083,508,"C","C","UC"
"OF",4084,508,"C","X","UC"
"OF",4085,508,"C","C","UC"
"OF",4086,508,"C","H","UC"
"OF",4087,508,"C","C","UC"
"OF",4088,508,"C","R","UC"
"OF",4089,508,"C","C","UC"
"OF",4090,508,"C","H","UC"
"OF",4091,508,"C","C","UC"
"OF",4092,508,"C","H","UC"
"OF",4093,508,"C","C","UC"
"OF",4094,508,"C","R","UC"
"OF",4095,508,"C","C","UC"
"OF",4096,508,"C","R","UC"
"OF",4097,508,"C","C","UC"
"OF",4098,508,"C","H","UC"
"OF",4099,508,"C","C","UC"
"UC",4100,508,"C","X","UC"
" ",4101,508,"C","H","S"
" ",4102,508,"C","R","S"
"OF",4103,508,"C","C","S"
"OF",4104,508,"C","X","S"
"IE",4105,508,"C","H","S"
"OF",4106,508,"C","","S"
" ",4107,508,"C","R","S"
"TP",4108,508,"C","C","S"
" ",4109,508,"C","","S"
" ",4111,508,"C","",""
" ",4111,508,"C","",""
" ",4112,508,"C","",""
" ",4113,508,"C","",""
"IE",4114,508,"C","",""
"IE",4115,508,"C","",""
" ",4116,508,"C","",""
"IE",4117,508,"C","",""
"IE",4118,508,"C","",""
"TP",4119,508,"C","",""
" ",4119,508,"C","",""
" ",4120,508,"C","",""
" ",4121,508,"C","",""
" ",4122,508,"C","",""
" ",4123,508,"C","",""
"OF",4124,508,"C","",""
"OF",4125,508,"C","",""
"OF",4126,508,"C","",""
"OF",4127,508,"C","",""
"OF",4128,508,"C","",""
"OF",4129,508,"C","",""
"OF",4130,508,"C","",""
"OF",4131,508,"C","",""
" ",4132,508,"C","",""
" ",4133,508,"C","",""
"OF",4135,508,"C","",""
"OF",4136,508,"C","",""
"OF",4137,508,"C","",""
"OF",4138,508,"C","",""
"OF",4139,508,"C","",""
"OF",4140,508,"C","",""
"TP",4141,508,"C","",""
"IE",4142,508,"C","",""
"IE",4143,508,"C","",""
"IE",4144,508,"C","",""
" ",4145,508,"C","",""
"IE",4146,508,"C","",""
" ",4147,508,"C","",""
"IE",4148,508,"C","",""
"IE",4149,508,"C","",""
" ",4150,508,"C","",""
"IE",4151,508,"C","",""
" ",4152,508,"C","",""
" ",4153,508,"C","",""
" ",4154,508,"C","",""
"IE",4155,508,"C","",""
"IE",4156,508,"C","",""
"IE",4157,508,"C","",""
" ",4158,508,"C","",""
"IE",4159,508,"C","",""
"UC",4160,508,"C","",""
"IE",4161,508,"C","",""
"IE",4162,508,"C","",""
"IE",4163,508,"C","",""
" ",4164,508,"C","",""
" ",4165,508,"C","",""
" ",4167,508,"C","",""
" ",4168,508,"C","",""
" ",4169,508,"C","",""
" ",4170,508,"C","",""
"IE",4171,508,"C","",""
"GO",4172,508,"C","",""
" ",4173,508,"C","R","G"
" ",4174,508,"C","C","G"
" ",4175,508,"C","H","G"
"GO",4176,508,"C","R","G"
" ",4177,508,"C","",""
"IE",4178,508,"C","",""
"IE",4179,508,"C","",""
" ",4180,508,"C","",""
" ",4182,508,"C","",""
" ",4183,508,"C","",""
" ",4184,508,"C","",""
" ",4185,508,"C","",""
" ",4186,508,"C","",""
" ",4187,508,"C","",""
" ",4189,508,"C","",""
"OF",4190,508,"C","",""
"OF",4191,508,"C","",""
"OF",4192,508,"C","",""
"TP",4193,508,"C","",""
" ",4194,508,"C","",""
"IE",4195,508,"C","",""
"TP",4196,508,"C","",""
"IE",4197,508,"C","",""
"IE",4198,508,"C","",""
" ",4199,508,"C","",""
"KS",4200,508,"C","",""
"IE",4201,508,"C","",""
"TP",4202,508,"C","",""
"IE",4203,508,"C","",""
"IE",4204,508,"C","",""
" ",4205,508,"C","",""
" ",4206,508,"C","",""
" ",4207,508,"C","",""
" ",4208,508,"C","",""
"TP",4209,508,"C","",""
"GO",4210,508,"C","C","G"
" ",4211,508,"C","X","G"
" ",4212,508,"C","R","G"
" ",4213,508,"C","C","G"
"IE",4214,508,"C","R","G"
" ",4215,508,"C","X","G"
"IE",4216,508,"C","H","G"
"GO",4217,508,"C","X","G"
"EA",4218,508,"C","H","G"
"EA",4219,508,"C","C","G"
" ",4220,508,"C","H","G"
"EA",4221,508,"C","C","G"
" ",4222,508,"C","H","G"
" ",4223,508,"C","X","G"
"IE",4224,508,"C","C","G"
" ",4225,508,"C","X","G"
" ",4226,508,"C","H","G"
" ",4227,508,"C","C","G"
"EA",4228,508,"C","R","G"
"OF",4229,508,"C","R","G"
"OF",4230,508,"C","C","G"
"OF",4231,508,"C","H","G"
"OF",4232,508,"C","R","G"
"IE",4233,508,"C","R","G"
" ",4234,508,"C","H","G"
" ",4235,508,"C","C","G"
"IE",4236,508,"C","X","G"
"IE",4237,508,"C","R","G"
"IE",4238,508,"C","H","G"
"UC",4239,508,"C","C","G"
"IE",4240,508,"C","X","G"
"GO",4241,508,"C","C","G"
"IE",4242,508,"C","H","G"
"IE",4243,508,"C","C","G"
" ",4244,508,"C","R","G"
" ",4245,508,"C","C","G"
"GO",4246,508,"C","X","G"
"GO",4247,508,"C","R","G"
"GO",4248,508,"C","C","G"
"EA",4249,508,"C","X","G"
" ",4250,508,"C","C","G"
" ",4251,508,"C","R","G"
" ",4252,508,"C","C","G"
"TP",4253,508,"C","R","G"
"TP",4254,508,"C","H","G"
"TP",4255,508,"C","R","G"
" ",4256,508,"C","C","G"
"TP",4257,508,"C","X","G"
" ",4259,508,"C","R","G"
"IE",4260,508,"C","H","G"
"TP",4261,508,"C","R","G"
" ",4266,508,"C","H","G"
"GO",4267,508,"C","X","G"
" ",4269,508,"C","R","G"
" ",4271,508,"C","C","G"
"UC",4272,508,"C","R","G"
"UC",4273,508,"C","H","G"
"UC",4274,508,"C","C","G"
"EA",4275,508,"C","H","G"
" ",4276,508,"C","C","G"
" ",4277,508,"C","X","G"
"IE",4278,508,"C","C","G"
" ",4279,508,"C","H","G"
" ",4280,508,"C","X","G"
"IE",4281,508,"C","H","G"
"TP",4282,508,"C","X","G"
"GO",4283,508,"C","H","G"
"TP",4284,508,"C","X","G"
"TP",4285,508,"C","H","G"
"EA",4286,508,"C","X","G"
"EA",4287,508,"C","H","G"
"GO",4288,508,"C","C","G"
" ",4289,508,"C","R","G"
"EA",4290,508,"C","C","G"
"EA",4291,508,"C","H","G"
"GO",4292,508,"C","X","G"
" ",4293,508,"C","R","G"
"IE",4294,508,"C","X","G"
" ",4295,508,"C","C","G"
"IE",4296,508,"C","X","G"
" ",4297,508,"C","H","G"
"GO",4298,508,"C","X","G"
" ",4299,508,"C","H","G"
" ",4299,508,"C","H","G"
" ",4301,508,"C","","G"
"OF",4302,508,"C","C","G"
" ",4303,508,"C","X","G"
" ",4304,508,"C","H","G"
"TP",4305,508,"C","","G"
"TP",4306,508,"C","X","R"
"IE",4307,508,"C","R","R"
"GO",4308,508,"C","X","R"
"TP",4309,508,"C","C","R"
"GO",4310,508,"C","X","R"
"TP",4311,508,"C","C","R"
"GO",4312,508,"C","H","R"
"TP",4313,508,"C","C","R"
"TP",4314,508,"C","R","R"
"TP",4315,508,"C","C","R"
"TP",4316,508,"C","H","R"
" ",4317,508,"C","X","R"
" ",4318,508,"C","R","R"
" ",4319,508,"C","C","R"
"TP",4320,508,"C","H","R"
"TP",4321,508,"C","C","R"
"TP",4322,508,"C","R","R"
" ",4323,508,"C","H","R"
"OF",4324,508,"C","X","UC"
" ",4325,508,"C","H","UC"
" ",4326,508,"C","X","UC"
" ",4327,508,"C","H","UC"
" ",4328,508,"C","X","UC"
"OF",4329,508,"C","H","UC"
" ",4330,508,"C","X","UC"
" ",4331,508,"C","C","R"
" ",4332,508,"C","H","R"
"IE",4333,508,"C","C","R"
" ",4334,508,"C","R","R"
"OF",4335,508,"C","X","R"
" ",4336,508,"C","H","R"
"IE",4336,508,"C","H","R"
"IE",4337,508,"C","R","R"
" ",4338,508,"C","X","R"
"OF",4339,508,"C","C","R"
"OF",4340,508,"C","R","R"
" ",4341,508,"C","H","R"
" ",4342,508,"C","R","R"
" ",4343,508,"C","C","R"
" ",4344,508,"C","C","R"
" ",4345,508,"C","H","R"
" ",4346,508,"C","C","R"
" ",4347,508,"C","X","R"
" ",4348,508,"C","R","R"
" ",4349,508,"C","H","R"
" ",4350,508,"C","R","R"
"IE",4351,508,"C","C","R"
"TP",4352,508,"C","H","R"
"IE",4353,508,"C","X","R"
" ",4354,508,"C","H","R"
"TP",4355,508,"C","","G"
" ",4355,508,"C","","G"
" ",4357,508,"C","","G"
" ",4358,508,"C","","G"
" ",4359,508,"C","","G"
" ",4360,508,"C","","G"
" ",4361,508,"C","",""
"TP",4363,508,"C","X","G"
" ",4364,508,"C","R","G"
" ",4365,508,"C","X","G"
" ",4366,508,"C","R","G"
"OF",4367,508,"C","C","G"
" ",4368,508,"C","H","G"
" ",4369,508,"C","X","G"
" ",4370,508,"C","H","G"
" ",4371,508,"C","C","G"
"OF",4372,508,"C","R","G"
" ",4373,508,"C","H","G"
"OF",4374,508,"C","R","G"
" ",4375,508,"C","X","G"
"UC",4376,508,"C","H","G"
" ",4377,508,"C","X","G"
" ",4378,508,"C","H","G"
"TP",4379,508,"C","X","G"
"UC",4380,508,"C","R","G"
" ",4381,508,"C","C","G"
" ",4382,508,"C","R","G"
"OF",4383,508,"C","R","G"
"TP",4384,508,"C","X","G"
" ",4385,508,"C","C","G"
" ",4386,508,"C","X","G"
"OF",4387,508,"C","R","G"
"OF",4388,508,"C","H","G"
"OF",4389,508,"C","C","G"
"OF",4390,508,"C","R","G"
"TP",4391,508,"C","C","G"
"TP",4392,508,"C","H","G"
"OF",4393,508,"C","X","G"
" ",4394,508,"C","C","G"
"OF",4395,508,"C","R","G"
"OF",4396,508,"C","H","G"
"OF",4397,508,"C","X","G"
"OF",4398,508,"C","R","G"
"OF",4399,508,"C","X","G"
"OF",4400,508,"C","H","G"
"OF",4401,508,"C","R","G"
"OF",4402,508,"C","X","G"
"OF",4403,508,"C","C","G"
"OF",4404,508,"C","X","G"
"OF",4405,508,"C","C","G"
"OF",4406,508,"C","H","G"
"OF",4407,508,"C","X","G"
"OF",4408,508,"C","C","G"
"OF",4409,508,"C","R","G"
"OF",4410,508,"C","","G"
"OF",4411,508,"C","","G"
"OF",4413,508,"C","H","UC"
"OF",4414,508,"C","C","UC"
"OF",4415,508,"C","R","UC"
"OF",4416,508,"C","C","UC"
"OF",4417,508,"C","R","UC"
"OF",4418,508,"C","X","UC"
"OF",4419,508,"C","C","UC"
"OF",4420,508,"C","X","UC"
"OF",4421,508,"C","C","UC"
"OF",4422,508,"C","H","UC"
"OF",4423,508,"C","X","UC"
"OF",4424,508,"C","H","UC"
"OF",4425,508,"C","X","UC"
"OF",4426,508,"C","C","UC"
"OF",4427,508,"C","H","UC"
"OF",4428,508,"C","C","UC"
"UC",4429,508,"C","","G"
"IE",4430,508,"C","X","G"
"IE",4431,508,"C","C","G"
" ",4432,508,"C","","G"
" ",4433,508,"C","C","G"
"IE",4434,508,"C","",""
"KS",4436,508,"C","",""
"KS",4437,508,"C","",""
"OF",4439,508,"C","",""
"OF",4441,508,"C","R","UC"
"OF",4442,508,"C","C","UC"
"OF",4443,508,"C","R","UC"
"OF",4444,508,"C","X","UC"
"OF",4445,508,"C","C","UC"
"OF",4446,508,"C","R","UC"
"KS",4448,508,"C","",""
"KS",4449,508,"C","",""
"IE",4450,508,"C","",""
"TP",4451,508,"C","",""
"OF",4452,508,"C","",""
"OF",4453,508,"C","",""
"OF",4454,508,"C","",""
"OF",4456,508,"C","C","UC"
"OF",4457,508,"C","X","UC"
"OF",4458,508,"C","R","G"
" ",4459,508,"C","H","G"
" ",4460,508,"C","C","G"
" ",4461,508,"C","X","G"
"IE",4462,508,"C","R","G"
"IE",4463,508,"C","H","G"
"UC",4464,508,"C","R","G"
"OF",4465,508,"C","C","G"
" ",4466,508,"C","R","G"
" ",4467,508,"C","H","G"
"TP",4468,508,"C","X","UC"
"IE",4469,508,"C","","G"
"TP",4470,508,"C","X","G"
"OF",4471,508,"C","C","UC"
" ",4472,508,"C","H","UC"
" ",4473,508,"C","X","UC"
" ",4474,508,"C","H","UC"
" ",4475,508,"C","","R"
"OF",4476,508,"C","R","R"
"TP",4477,508,"C","X","R"
"TP",4478,508,"C","C","R"
"TP",4479,508,"C","H","R"
"TP",4480,508,"C","R","R"
"OF",4481,508,"C","X","R"
" ",4482,508,"C","X","R"
" ",4483,508,"C","H","R"
" ",4484,508,"C","R","R"
"UC",4485,508,"C","H","R"
" ",4486,508,"C","X","R"
"OF",4487,508,"C","H","R"
"OF",4488,508,"C","X","R"
" ",4489,508,"C","R","R"
" ",4490,508,"C","H","R"
"OF",4491,508,"C","R","R"
" ",4492,508,"C","X","R"
" ",4493,508,"C","C","R"
"OF",4494,508,"C","R","R"
"OF",4495,508,"C","","R"
" ",4496,508,"C","C","R"
"UC",4497,508,"C","H","R"
"OF",4498,508,"C","X","R"
"OF",4499,508,"C","R","R"
"TP",4500,508,"C","H","R"
"TP",4501,508,"C","R","R"
"UC",4502,508,"C","H","R"
"OF",4503,508,"C","C","R"
"TP",4504,508,"C","R","R"
" ",4506,508,"C","C","R"
"OF",4507,508,"C","R","UC"
"OF",4508,508,"C","C","UC"
"UC",4509,508,"C","H","UC"
"OF",4510,508,"C","C","UC"
"OF",4511,508,"C","H","UC"
"OF",4512,508,"C","C","UC"
"OF",4513,508,"C","R","UC"
"OF",4514,508,"C","C","UC"
"OF",4515,508,"C","H","UC"
"OF",4516,508,"C","C","UC"
"OF",4517,508,"C","R","UC"
"OF",4518,508,"C","C","UC"
"OF",4519,508,"C","R","UC"
"OF",4520,508,"C","","UC"
"OF",4521,508,"C","R","UC"
"OF",4522,508,"C","C","UC"
"OF",4523,508,"C","C","UC"
" ",4524,508,"C","H","R"
" ",4525,508,"C","R","R"
" ",4526,508,"C","X","R"
"TP",4527,508,"C","R","R"
" ",4528,508,"C","C","R"
"TP",4529,508,"C","X","R"
"OF",4530,508,"C","R","R"
" ",4531,508,"C","H","R"
" ",4532,508,"C","C","R"
"TP",4533,508,"C","R","R"
" ",4534,508,"C","H","R"
" ",4535,508,"C","R","R"
" ",4536,508,"C","H","R"
"TP",4537,508,"C","C","R"
" ",4538,508,"C","R","R"
" ",4540,508,"C","X","R"
"OF",4541,508,"C","C","R"
"TP",4542,508,"C","X","R"
" ",4544,508,"C","R","R"
" ",4545,508,"C","X","R"
" ",4546,508,"C","H","R"
"OF",4547,508,"C","X","R"
"OF",4548,508,"C","C","R"
"OF",4549,508,"C","X","R"
" ",4550,508,"C","H","R"
"OF",4551,508,"C","C","R"
"OF",4552,508,"C","R","R"
" ",4553,508,"C","H","R"
"OF",4554,508,"C","R","R"
"OF",4555,508,"C","C","R"
"OF",4556,508,"C","H","R"
"OF",4557,508,"C","C","R"
"OF",4558,508,"C","X","R"
"OF",4559,508,"C","C","R"
"OF",4560,508,"C","X","R"
"UC",4561,508,"C","H","R"
"UC",4562,508,"C","UC","R"
" ",4563,508,"C","H","R"
"OF",4564,508,"C","C","R"
" ",4565,508,"C","R","R"
" ",4566,508,"C","X","R"
"UC",4567,508,"C","H","R"
" ",4568,508,"C","C","R"
" ",4569,508,"C","H","R"
" ",4570,508,"C","C","R"
" ",4571,508,"C","H","R"
"TP",4572,508,"C","X","R"
" ",4573,508,"C","R","R"
" ",4574,508,"C","C","R"
" ",4575,508,"C","H","R"
" ",4576,508,"C","C","R"
"TP",4578,508,"C","","R"
" ",4580,508,"C","",""
" ",4581,508,"C","",""
"TP",4582,508,"C","",""
" ",4583,508,"C","",""
" ",4584,508,"C","",""
" ",4585,508,"C","",""
" ",4586,508,"C","",""
" ",4587,508,"C","",""
" ",4588,508,"C","",""
" ",4589,508,"C","",""
"IE",4590,508,"C","",""
"IE",4591,508,"C","",""
"IE",4592,508,"C","",""
"IE",4593,508,"C","",""
"TP",4594,508,"C","",""
"TP",4595,508,"C","",""
"GO",4596,508,"C","",""
" ",4597,508,"C","",""
" ",4598,508,"C","",""
"IE",4599,508,"C","",""
"IE",4604,508,"C","",""
"IE",4605,508,"C","",""
"IE",4606,508,"C","",""
"IE",4607,508,"C","",""
"IE",4609,508,"C","",""
" ",4610,508,"C","",""
"UC",4611,508,"C","",""
"IE",4612,508,"C","",""
"IE",4613,508,"C","",""
"IE",4614,508,"C","",""
"IE",4615,508,"C","",""
"IE",4616,508,"C","",""
"IE",4617,508,"C","",""
" ",4618,508,"C","",""
"IE",4619,508,"C","",""
"IE",4620,508,"C","",""
" ",4622,508,"C","",""
"IE",4623,508,"C","",""
" ",4624,508,"C","",""
" ",4625,508,"C","",""
" ",4626,508,"C","",""
" ",4627,508,"C","",""
" ",4628,508,"C","",""
"UC",4629,508,"C","",""
" ",4630,508,"C","",""
"GO",4631,508,"C","",""
" ",4632,508,"C","",""
"IE",4633,508,"C","",""
"KS",4634,508,"C","",""
"IE",4635,508,"C","",""
" ",4636,508,"C","",""
" ",4637,508,"C","",""
" ",4638,508,"C","",""
" ",4639,508,"C","",""
" ",4640,508,"C","",""
" ",4641,508,"C","",""
" ",4642,508,"C","",""
"IE",4643,508,"C","",""
" ",4644,508,"C","",""
"TP",4645,508,"C","",""
" ",4646,508,"C","X","UC"
" ",4647,508,"C","H","R"
" ",4648,508,"C","X","UC"
" ",4649,508,"C","R","UC"
" ",4650,508,"C","X","UC"
" ",4651,508,"C","H","UC"
"OF",4652,508,"C","C","UC"
"OF",4653,508,"C","H","UC"
"OF",4654,508,"C","C","UC"
" ",4655,508,"C","X","R"
"OF",4656,508,"C","R","UC"
"OF",4657,508,"C","H","UC"
"OF",4658,508,"C","X","UC"
" ",4659,508,"C","H","UC"
" ",4660,508,"C","R","UC"
"OF",4661,508,"C","X","UC"
"OF",4662,508,"C","C","UC"
"OF",4663,508,"C","C","UC"
"OF",4664,508,"C","H","UC"
"OF",4665,508,"C","C","UC"
"OF",4666,508,"C","H","UC"
"OF",4667,508,"C","R","UC"
" ",4668,508,"C","C","UC"
"OF",4669,508,"C","R","UC"
" ",4670,508,"C","X","R"
" ",4671,508,"C","C","R"
" ",4672,508,"C","R","R"
" ",4673,508,"C","X","R"
" ",4674,508,"C","R","UC"
" ",4675,508,"C","X","UC"
"OF",4676,508,"C","R","UC"
"OF",4677,508,"C","X","UC"
"OF",4678,508,"C","C","UC"
"OF",4679,508,"C","X","UC"
"OF",4680,508,"C","C","UC"
" ",4681,508,"C","X","UC"
" ",4682,508,"C","R","UC"
" ",4684,508,"C","X","UC"
" ",4685,508,"C","R","UC"
" ",4686,508,"C","C","UC"
"TP",4687,508,"C","R","UC"
" ",4688,508,"C","X","UC"
"TP",4689,508,"C","R","UC"
"TP",4690,508,"C","C","UC"
" ",4691,508,"C","X","UC"
" ",4692,508,"C","C","UC"
" ",4693,508,"C","R","UC"
" ",4694,508,"C","C","UC"
" ",4695,508,"C","R","UC"
" ",4696,508,"C","C","UC"
" ",4697,508,"C","R","UC"
" ",4698,508,"C","C","UC"
"OF",4699,508,"C","R","UC"
" ",4700,508,"C","C","UC"
"OF",4701,508,"C","X","UC"
"OF",4702,508,"C","R","UC"
"OF",4703,508,"C","H","UC"
"OF",4704,508,"C","R","UC"
"OF",4705,508,"C","C","UC"
"OF",4706,508,"C","H","UC"
"OF",4707,508,"C","C","UC"
"OF",4708,508,"C","R","UC"
"OF",4709,508,"C","C","UC"
"OF",4710,508,"C","R","UC"
"OF",4711,508,"C","C","UC"
"OF",4712,508,"C","R","UC"
"OF",4713,508,"C","X","UC"
"OF",4714,508,"C","C","UC"
"OF",4715,508,"C","X","UC"
"OF",4716,508,"C","C","UC"
"OF",4717,508,"C","R","UC"
"OF",4718,508,"C","X","UC"
"OF",4719,508,"C","C","UC"
"OF",4720,508,"C","X","UC"
"OF",4721,508,"C","C","UC"
"OF",4722,508,"C","X","UC"
"OF",4723,508,"C","C","UC"
"OF",4724,508,"C","X","UC"
"OF",4725,508,"C","C","UC"
"OF",4726,508,"C","R","UC"
"OF",4727,508,"C","H","UC"
"OF",4728,508,"C","H","UC"
"OF",4729,508,"C","R","UC"
"OF",4730,508,"C","C","UC"
"OF",4731,508,"C","X","UC"
"OF",4732,508,"C","R","UC"
"OF",4733,508,"C","C","UC"
"OF",4734,508,"C","H","UC"
"UC",4735,508,"C","R","UC"
"OF",4736,508,"C","C","UC"
"OF",4737,508,"C","X","UC"
"OF",4738,508,"C","C","UC"
"OF",4739,508,"C","H","UC"
"OF",4740,508,"C","C","UC"
"OF",4741,508,"C","X","UC"
"IE",4742,508,"C","","UC"
"OF",4743,508,"C","C","UC"
"OF",4744,508,"C","R","UC"
"OF",4745,508,"C","","UC"
" ",4746,508,"C","H","UC"
" ",4747,508,"C","X","UC"
"OF",4748,508,"C","R","UC"
"OF",4749,508,"C","C","UC"
"OF",4750,508,"C","",""
"OF",4751,508,"C","R","UC"
"OF",4752,508,"C","C","UC"
"TP",4753,508,"C","X","R"
"TP",4754,508,"C","H","R"
"IE",4755,508,"C","X","R"
"UC",4756,508,"C","R","UC"
" ",4757,508,"C","C","UC"
" ",4758,508,"C","X","UC"
"IE",4759,508,"C","C","UC"
"TP",4759,508,"C","C","UC"
" ",4760,508,"C","R","UC"
" ",4761,508,"C","","R"
" ",4762,508,"C","","R"
" ",4763,508,"C","C","UC"
" ",4764,508,"C","X","UC"
" ",4765,508,"C","C","UC"
" ",4766,508,"C","R","UC"
"OF",4767,508,"C","C","UC"
"OF",4768,508,"C","","R"
"OF",4769,508,"C","","R"
"OF",4770,508,"C","","R"
" ",4771,508,"C","R","R"
"TP",4772,508,"C","","R"
"OF",4773,508,"C","R","R"
" ",4774,508,"C","X",""
"TP",4776,508,"C","H","R"
"TP",4777,508,"C","X","R"
" ",4778,508,"C","H","R"
" ",4779,508,"C","X","R"
"OF",4781,508,"C","","R"
" ",4782,508,"C","","R"
" ",4783,508,"C","","R"
"OF",4784,508,"C","","R"
" ",4786,508,"C","","R"
" ",4787,508,"C","","R"
"OF",4788,508,"C","","R"
"OF",4789,508,"C","","R"
"OF",4790,508,"C","","R"
"OF",4791,508,"C","","R"
"OF",4792,508,"C","","R"
"OF",4793,508,"C","","R"
"OF",4794,508,"C","","R"
" ",4795,508,"C","","R"
"OF",4796,508,"C","","R"
"TP",4797,513,"A","A","B"
"TP",4798,513,"A","T","B"
"TP",4799,513,"A","L","B"
" ",4800,513,"A","T","B"
"IE",4801,513,"A","A","B"
"IE",4802,513,"A","T","B"
"TP",4803,513,"A","A","B"
"IE",4804,513,"A","L","B"
"IE",4805,513,"A","Y","B"
"IE",4806,513,"A","L","B"
"IE",4808,513,"A","A","B"
"TP",4809,513,"A","T","B"
"IE",4810,513,"A","A","B"
"IE",4811,513,"A","T","UC"
"IE",4812,513,"A","A","UC"
"IE",4813,513,"A","T","UC"
"IE",4814,513,"A","A","UC"
"IE",4815,513,"A","T","UC"
"IE",4816,513,"A","L","UC"
"OF",4818,513,"A","A","UC"
"OF",4819,513,"A","L","UC"
"OF",4820,513,"A","A","UC"
"OF",4822,513,"A","T","UC"
"OF",4823,513,"A","L","UC"
"OF",4824,513,"A","T","UC"
"OF",4825,513,"A","L","UC"
"OF",4826,513,"A","T","UC"
"OF",4827,513,"A","","UC"
"OF",4828,513,"A","A","UC"
"OF",4829,513,"A","T","UC"
"OF",4830,513,"A","L","UC"
"OF",4831,513,"A","T","UC"
"OF",4832,513,"A","L","UC"
"OF",4833,513,"A","T","UC"
"UC",4834,513,"A","L","UC"
"OF",4835,513,"A","T","UC"
"OF",4836,513,"A","T","UC"
"OF",4837,513,"A","L","UC"
"OF",4838,513,"A","T","UC"
"OF",4839,513,"A","A","UC"
"OF",4840,513,"A","T","UC"
"OF",4841,513,"A","","UC"
"OF",4842,513,"A","A","UC"
"OF",4843,513,"A","T","UC"
"OF",4844,513,"A","A","UC"
"OF",4845,513,"A","L","UC"
"OF",4846,513,"A","A","UC"
"OF",4847,513,"A","L","UC"
"OF",4848,513,"A","",""
"OF",4850,513,"A","T","B"
"OF",4852,513,"A","A","B"
" ",4854,513,"A","",""
"OF",4856,513,"A","",""
"OF",4857,513,"A","",""
"OF",4858,513,"A","",""
" ",4860,513,"A","T","B"
" ",4862,513,"A","A","B"
" ",4863,513,"A","T","B"
"OF",4864,513,"A","A","B"
"OF",4865,513,"A","T","B"
"OF",4866,513,"A","A","B"
"IE",4867,513,"A","T","B"
"IE",4868,513,"A","L","B"
" ",4869,513,"A","T","B"
"IE",4870,513,"A","L","B"
"OF",4871,513,"A","T","B"
"OF",4872,513,"A","A","B"
"OF",4873,513,"A","T","B"
"OF",4874,513,"A","A","B"
"IE",4875,513,"A","L","B"
"IE",4876,513,"A","T","B"
"IE",4877,513,"A","A","B"
"IE",4878,513,"A","L","B"
"IE",4879,513,"A","T","B"
"IE",4880,513,"A","A","B"
"TP",4881,513,"A","L","B"
"TP",4882,513,"A","T","B"
"IE",4883,513,"A","A","B"
"OF",4884,513,"A","T","B"
"TP",4884,513,"A","T","B"
"KS",4885,513,"A","A","B"
"IE",4886,513,"A","T","B"
"KS",4887,513,"A","A","B"
" ",4888,513,"A","T","B"
" ",4889,513,"A","A","B"
" ",4890,513,"A","T","B"
"TP",4891,513,"A","A","B"
"OF",4894,513,"A","L","B"
"IE",4895,513,"A","T","B"
"TP",4896,513,"A","A","B"
"TP",4897,513,"A","T","B"
"TP",4899,513,"A","L","B"
" ",4900,513,"A","T","B"
"TP",4901,513,"A","A","B"
"IE",4903,513,"A","A","B"
"TP",4904,513,"A","T","B"
"IE",4904,513,"A","T","B"
"IE",4905,513,"A","A","B"
"IE",4906,513,"A","T","B"
"IE",4907,513,"A","L","B"
"IE",4908,513,"A","T","B"
"IE",4909,513,"A","A","B"
"IE",4910,513,"A","T","B"
" ",4911,513,"A","A","B"
"IE",4912,513,"A","T","B"
"IE",4913,513,"A","A","B"
"IE",4914,513,"A","L","B"
"IE",4915,513,"A","A","B"
"TP",4916,513,"A","L","B"
